5.0, 4.19712273676e-13
5.2, 6.57382732536e-13
5.4, 9.2841843829e-13
5.6, 8.87008563532e-13
5.8, 8.0437524315e-13
6.0, 7.91371498302e-13
6.2, 9.49991041764e-13
6.4, 0.0
6.6, 0.0
6.8, 0.0
7.0, 1.18588027375e-12
7.2, 1.18704337033e-12
7.4, 1.16738357581e-12
7.6, 1.07465554596e-12
7.8, 0.0
8.0, 7.5344882103e-13
8.2, 6.10701107659e-13
8.4, 6.21743989162e-13
8.6, 6.70894628624e-13
8.8, 8.30972194974e-13
9.0, 1.12313741704e-12
9.2, 1.25795047069e-12
9.4, 1.51414967115e-12
9.6, 1.63762044749e-12
9.8, 1.74271566214e-12
10.0, 1.98141145725e-12
10.2, 0.0
10.4, 0.0
10.6, 1.43001183975e-12
10.8, 1.18293906347e-12
11.0, 1.24703837878e-12
11.2, 2.96892313535e-13
11.4, 2.14625225306e-13
11.6, 2.3645050793e-13
11.8, 3.48952969652e-13
12.0, 3.8043284664e-13
12.2, 2.9198051911e-13
12.4, 3.30595746279e-13
12.6, 5.00144125247e-13
12.8, 5.84227602517e-13
13.0, 5.6907369909e-13
13.2, 5.50740258569e-13
13.4, 5.67072192744e-13
13.6, 5.92627020114e-13
13.8, 5.55105023783e-13
14.0, 4.05106099159e-13
14.2, 3.42894648716e-13
14.4, 4.5311141192e-13
14.6, 4.65974099384e-13
14.8, 4.60855064503e-13
15.0, 5.28379478615e-13
15.2, 5.84962614801e-13
15.4, 6.22674903724e-13
15.6, 6.55637534467e-13
15.8, 6.43000002718e-13
16.0, 6.18424286193e-13
16.2, 6.51408145012e-13
16.4, 6.77887062382e-13
16.6, 6.78322118892e-13
16.8, 6.76978147179e-13
17.0, 6.75364172126e-13
17.2, 6.3378022592e-13
17.4, 5.49865417264e-13
17.6, 5.21278117286e-13
17.8, 5.21165237248e-13
18.0, 5.22636832483e-13
18.2, 5.7566748172e-13
18.4, 6.52758046041e-13
18.6, 6.64656542594e-13
18.8, 6.32727106071e-13
19.0, 6.21778132524e-13
19.2, 5.74730698725e-13
19.4, 4.93958729427e-13
19.6, 4.42165965394e-13
19.8, 3.52771265209e-13
20.0, 2.57893473615e-13
