5.0, 1.5539406123e-28
5.2, 4.12319149026e-28
5.4, 8.86880002877e-28
5.6, 8.70606999868e-28
5.8, 7.6801247267e-28
6.0, 7.95524689487e-28
6.2, 1.22408970637e-27
6.4, 7.70752997909e-27
6.6, 4.51173087811e-27
7.0, 2.43144482664e-27
7.2, 2.57742845721e-27
7.4, 2.63308986604e-27
7.6, 2.35374971427e-27
7.8, 2.01979251893e-27
8.0, 1.28197171095e-27
8.2, 8.84864007267e-28
8.4, 9.62438731658e-28
8.6, 1.17461851159e-27
8.8, 1.88681674563e-27
9.0, 3.60530107296e-27
9.2, 4.72604561448e-27
9.4, 7.14794233189e-27
9.6, 8.72077290168e-27
9.8, 1.02918233264e-26
10.0, 1.38527585856e-26
10.2, 2.32270004527e-26
10.4, 5.48477079046e-26
10.6, 8.10741320272e-27
10.8, 5.75920516666e-27
11.0, 6.63946628348e-27
11.2, 3.90144188524e-28
11.4, 2.1123344173e-28
11.6, 2.65453119533e-28
11.8, 5.98257824668e-28
12.0, 7.3537464206e-28
12.2, 4.47732583009e-28
12.4, 5.92964948669e-28
12.6, 1.40126206426e-27
12.8, 1.97319948627e-27
13.0, 1.93113227375e-27
13.2, 1.86478675246e-27
13.4, 2.03732695262e-27
13.6, 2.29206823814e-27
13.8, 2.07059704345e-27
14.0, 1.13496939174e-27
14.2, 8.36545080499e-28
14.4, 1.50218184835e-27
14.6, 1.63312176678e-27
14.8, 1.64150500833e-27
15.0, 2.21649013227e-27
15.2, 2.78952567179e-27
15.4, 3.24452667258e-27
15.6, 3.69115931089e-27
15.8, 3.64185630288e-27
16.0, 3.45462025644e-27
16.2, 3.92937655901e-27
16.4, 4.36102793179e-27
16.6, 4.47377829276e-27
16.8, 4.56408821067e-27
17.0, 4.65113364957e-27
17.2, 4.19295394922e-27
17.4, 3.22997464665e-27
17.6, 2.96997709263e-27
17.8, 3.03666707794e-27
18.0, 3.12271986199e-27
18.2, 3.87322836203e-27
18.4, 5.0900906584e-27
18.6, 5.39269678204e-27
18.8, 4.99268816397e-27
19.0, 4.92452413143e-27
19.2, 4.29653902263e-27
19.4, 3.24020722712e-27
19.6, 2.65019839219e-27
19.8, 1.72150534576e-27
20.0, 9.38713460041e-28
21, 2.74110163307e-27
22, 2.01725698278e-27
23, 1.68006398663e-27
24, 3.97054632781e-27
25, 4.73018978787e-27
26, 1.12387139083e-26
27, 4.11239569153e-27
28, 1.87216988804e-26
29, 7.65081895697e-27
30, 6.02955913133e-27
31, 1.69673811104e-26
32, 2.55783063367e-26
33, 5.1828235672e-27
34, 6.4048471244e-27
35, 8.56336057301e-27
36, 1.77395124438e-26
37, 1.35080052276e-26
38, 1.18069048489e-26
39, 4.97142344605e-26
40, 2.79846187501e-26
41, 1.89645793266e-26
42, 3.5164704204e-26
43, 4.56285577225e-26
44, 1.07700919401e-25
45, 3.65080085839e-26
46, 1.18674382414e-25
47, 9.67514989275e-26
48, 2.52845722268e-26
49, 2.98514552394e-26
50, 9.15207209453e-26
51, 6.1480303103e-26
52, 3.20850962767e-26
53, 3.26327897403e-26
54, 7.45426467557e-26
55, 6.26777240074e-26
56, 5.3216932357e-26
57, 4.36467572322e-26
58, 4.87477171198e-26
59, 9.99856693307e-26
60, 7.34875716633e-26
61, 1.50779056765e-25
62, 7.61510019868e-26
63, 1.15140554181e-25
64, 1.47873580455e-25
65, 2.36612626151e-25
66, 1.01279035472e-25
67, 1.72398417189e-25
68, 2.05696788386e-25
69, 1.05849939429e-25
70, 3.50097476226e-25
71, 1.34074063204e-25
72, 3.04528342147e-25
73, 3.33968011212e-25
74, 1.75705689148e-25
75, 1.16047290072e-25
76, 4.66576534104e-25
77, 7.12930487275e-25
78, 5.42978081442e-25
79, 4.28531821416e-25
80, 2.92481767019e-25
81, 4.09430658624e-25
82, 8.19221486809e-25
83, 5.10711415844e-25
84, 5.05748108624e-25
85, 6.84470667235e-25
86, 8.75697695507e-25
87, 4.39602164513e-25
88, 7.19888905131e-25
89, 1.07651362021e-24
90, 1.17352265776e-24
91, 4.27769182741e-25
92, 5.12579760355e-25
93, 1.7942385925e-24
94, 1.27159869462e-24
95, 1.26284593121e-24
96, 1.45036032008e-24
97, 1.21858563595e-24
98, 6.20481532033e-25
99, 2.60581527832e-24
